drug	drug.id	drugname.standardized	target	method	dose	dose.unit	treatment.type	frequency	is.single	duration.day	file_name	file_checksum	file_last_modified_date	modelID.original	SampleID	passage	tissue	start_date	start_treatment_date	end_date	time	volume	patientID	sex	oncotree_code	primary_tumor_site	cancer_type_detailed	specimenID	tissue_tumor_normal_designation	primary_recurrence_metastasis	TNM_stage	specimen_collection_site	modelID	sample_class	host_strain_name	host_strain_nomenclature	engraftment_site	engraftment_type	engraftment_material	engraftment_material_status	pubmed_ID	model.type	modelID.parental	drug.alternativename	drug.original	dose.original	file_number	model.id	batch
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	83.0	348.8043	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	86.0	487.7936	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	90.0	565.8293	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	93.0	608.4453	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	97.0	669.1673	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	100.0	627.6931	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	104.0	579.9606	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	107.0	631.785	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	111.0	781.5901	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	114.0	684.0683	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	118.0	769.1759	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	121.0	737.6544	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	125.0	766.4205	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	128.0	709.1925	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P501	5	lung	2014-06-18	2014-07-30	2015-03-06	132.0	711.7443	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P501	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	2.0	389.4739	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	6.0	549.7207	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	9.0	326.3006	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	13.0	573.1576	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	16.0	462.5672	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	20.0	364.1761	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	23.0	469.4742	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	27.0	355.2874	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	29.0	287.7297	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	34.0	288.9421	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	37.0	353.9293	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	41.0	382.5186	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	44.0	436.3423	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	48.0	355.2424	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	51.0	364.8047	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	55.0	376.1219	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	58.0	369.1837	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	62.0	432.8725	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	65.0	437.3492	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
cisplatin+vinorelbine	cisplatin+vinorelbine	cisplatin+vinorelbine	DNA damage based chemo+taxol based chemo	IP	3+7	mg/kg	regular	weekly	no	30	Master KRAS Series Excel File_82 P5 Jun 2014.xlsx			PHLC82	PHLC82_P502	5	lung	2014-06-18	2014-07-30	2015-03-06	69.0	469.7681	PHLC0082	F	LUAD	Lung	Lung Adenocarcinoma	PHLC0082.TPT	T	primary	T2a,N0,M0	Lung	PHLC0082.TPX	PX	NOD SCID	NOD.CB17-Prkdcscid/J	flank	heterotopic	tissue fragment	fresh	PMID: 27750381, PMID: 21081701	parental	PHLC0082.TPX	Cis + Vin	Cis + Vin	3+7	f63	f63.PHLC82.TPX.cisplatin+vinorelbine.P502	f63.PHLC82.TPX.cisplatin+vinorelbine
