Hugo_Symbol	PHLC106	PHLC110	PHLC111	PHLC113	PHLC116	PHLC119	PHLC122	PHLC123	PHLC12	PHLC132	PHLC133	PHLC134	PHLC137	PHLC139	PHLC148	PHLC149	PHLC151	PHLC152	PHLC154	PHLC156	PHLC162	PHLC164	PHLC169	PHLC171	PHLC178	PHLC181	PHLC182	PHLC188	PHLC189	PHLC191	PHLC192	PHLC193	PHLC194	PHLC196	PHLC198	PHLC200	PHLC204	PHLC205	PHLC207	PHLC211	PHLC215	PHLC220	PHLC223	PHLC225	PHLC228	PHLC229	PHLC234	PHLC235	PHLC236	PHLC237	PHLC239	PHLC242	PHLC243	PHLC247	PHLC251	PHLC252	PHLC255	PHLC256	PHLC267	PHLC268	PHLC271	PHLC272	PHLC273	PHLC274	PHLC277	PHLC286	PHLC295	PHLC296	PHLC299	PHLC309	PHLC314	PHLC315	PHLC321	PHLC325	PHLC326	PHLC328	PHLC334	PHLC339	PHLC344	PHLC353	PHLC356	PHLC360	PHLC362	PHLC365	PHLC366	PHLC369	PHLC379	PHLC390	PHLC397	PHLC402	PHLC410	PHLC412	PHLC417	PHLC422	PHLC426	PHLC428	PHLC431	PHLC435	PHLC438	PHLC444	PHLC451	PHLC459	PHLC462	PHLC469	PHLC470	PHLC471	PHLC501	PHLC50	PHLC55	PHLC57	PHLC62	PHLC655	PHLC77	PHLC81	PHLC82	PHLC83	PHLC85	PHLC86
SQRDL	1	-1	-1	1	-1	-1	-1	0	-1	1	-1	-1	-1	0	-1	1	-1	0	-1	0	-1	-1	1	1	0	-1	-1	0	0	-1	1	-2	0	-1	-1	-1	-1	1	-1	-1	0	1	0	-1	1	0	1	-1	-1	-2	0	-1	-1	1	-1	-1	1	0	0	-1	0	0	-1	1	-1	0	1	0	1	-1	-1	-1	1	0	-1	-1	-1	0	0	1	-1	0	-1	-1	-1	1	1	0	-1	-1	-2	-1	-1	0	1	1	-2	0	-1	-1	0	-1	1	1	1	1	-1	-1	0	-1	1	-1	1	-1	1	-1	-1	0
PLEKHB1	0	1	-1	-1	1	0	0	1	1	-1	-1	0	1	-1	1	0	0	0	1	1	-1	0	1	1	1	0	0	-1	0	-1	1	-1	1	1	-1	0	1	0	0	1	0	1	0	0	-1	-2	0	1	-1	0	1	1	1	0	1	0	1	-1	-1	0	-1	1	1	0	0	0	2	0	1	-1	0	1	1	0	-1	0	1	1	1	1	0	0	1	0	1	1	-1	1	-1	2	1	1	-1	-1	1	0	1	-1	0	0	0	0	1	0	-1	0	0	0	-1	-1	1	-1	1	1	-1	1	-1	0
MS4A7	0	-1	-1	1	1	0	0	1	0	-1	-1	1	1	-1	1	0	0	0	-1	1	-1	0	1	1	1	0	0	0	0	-1	-1	-1	0	1	1	1	1	0	0	-1	0	1	0	0	-1	1	-1	0	0	-1	0	0	-1	0	1	0	1	-1	0	0	-1	1	-1	0	0	0	-1	0	1	0	0	1	1	2	-1	1	-1	1	0	1	0	0	1	0	0	1	-1	1	0	-1	1	1	-1	0	1	0	1	-1	0	0	-1	0	1	1	0	0	0	1	-1	1	0	-1	1	1	0	1	-1	0
TP53INP2	-1	1	-1	1	0	-1	1	1	-1	1	1	-1	-1	1	-1	0	0	0	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	-1	1	2	0	1	0	0	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	0	0	0	1	0	0	-1	1	0	-1	0	1	0	1	1	1	1	2	0	1	1	1	1	0	1	1	-1	-1	0	0	1	2	1	-1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	-1	0	0	-1	-1	1	1	-1	0	1	1	0	1	0	1
SRPRB	-1	1	1	1	1	-1	1	-1	-1	0	0	-1	-1	1	0	1	0	0	1	1	1	0	-1	1	-1	1	1	1	-1	-1	-1	1	0	-1	-1	1	1	1	-1	-1	1	-1	1	2	1	1	-1	-1	0	-1	0	1	-1	1	1	1	0	1	1	1	1	1	1	0	1	-1	2	2	0	0	0	0	1	0	-1	1	-1	0	0	-1	1	0	1	0	1	1	0	1	1	-1	1	1	1	0	-1	1	-1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	-1	0	1	1	1
ENOPH1	1	0	1	0	1	1	1	1	-1	0	1	0	1	-1	1	1	-1	1	1	0	-1	0	-1	-1	1	0	0	-1	0	1	0	-1	0	0	-1	-1	0	-1	0	0	0	1	0	-1	-1	-1	-1	0	0	-1	0	0	1	-1	-1	-1	0	-1	1	-1	-1	0	1	0	-1	-1	-1	1	1	-1	-1	0	-1	0	0	0	-1	-1	0	1	-1	0	0	-1	0	0	0	0	-1	-1	1	1	0	0	-1	-1	1	0	0	0	-1	0	-1	1	1	1	-1	0	-1	-1	0	0	-1	1	0	-1	-1	1
RHOU	0	1	1	-1	-1	-1	0	1	1	1	1	2	-1	0	-1	-1	1	0	1	1	1	1	-2	1	1	-1	0	-1	1	-1	1	0	1	-1	1	1	1	1	-1	1	-1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	2	1	0	1	1	1	0	1	1	1	1	-1	0	-1	-1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	-1	0	1	2	1	-1	1	0	1	-1	0	1	0	2	-1	-1	1	1	-1	1	1	-1	1	1	-1	1	-1	1	1	-1	1	-1
LINC00474	0	1	0	0	-1	1	1	-1	0	-1	1	1	0	0	1	0	0	-1	-1	-1	0	0	0	-1	-1	0	0	1	-1	1	-1	0	0	-1	0	-1	-1	0	2	0	-1	-1	0	0	1	-1	1	0	0	1	0	1	-1	0	-1	0	1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	-1	0	-1	-1	1	2	0	1	0	-1	1	-1	1	0	0	0	-1	0	-1	0	0	-1	-1	0	0	0	1	-1	0	0	-1	-1	1	-1	-1	-1	-1	0	0	0	-1	0	0	1	0	-1	-1	0	-1	-1
NLRC4	-1	1	0	1	1	-1	0	1	1	1	0	-1	1	0	-1	0	0	0	1	0	0	0	-1	1	1	0	1	0	-1	-1	-1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	-1	0	1	1	1	0	1	-1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	2	-1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	-1	1	0	1	1	0	0	0	1	1	-1	1	1	-1	1	0	2	1	1	-1	0	1	1	1	-1	1	1
TRAPPC1	0	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	0	-1	-1	1	0	0	1	-1	1	-1	-1	-1	0	1	0	1	1	1	-1	-1	-1	-1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	1	-1	1	0	-1	0	-1	-1	1	-1	-1	1	0	0	0	0	0	1	1	1	-1	-1	-1	1	-1	0	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	0	0	-1	0	-1	1	-1	1	-1	1	1	-1	-1	-1	0	-1	0	1	1	-1
ZBED5	1	-1	-1	-1	1	-1	-1	-1	0	0	-1	0	1	-1	1	-1	0	0	-1	1	-1	-1	-1	-1	1	1	0	-1	0	-1	1	-1	-1	1	1	-1	-1	0	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	1	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	1	1	-1	0	1	1	-1	0	-1	0	0	0	1	-1	-1	0	0	1	-1	1	1	0	0	-1	-1	1	-1	1
CREBZF	0	2	-1	-1	1	0	0	1	1	0	-1	-2	1	0	1	1	0	0	2	1	-1	0	1	1	1	0	0	0	0	-1	1	-1	1	1	0	1	1	0	0	2	1	1	0	0	-1	-1	0	1	0	1	0	1	1	0	1	1	1	-1	-1	0	0	1	-1	1	1	0	-1	0	1	-1	1	1	1	0	-1	0	1	1	1	1	0	0	1	0	1	1	-1	1	-1	2	1	1	0	0	1	0	1	-1	0	0	0	0	1	1	-1	0	0	1	-1	-1	1	-1	1	1	-1	1	-1	-1
PCTP	-1	1	1	-1	1	2	1	-1	-1	-1	1	0	1	-1	1	-1	0	0	0	1	1	1	0	0	1	1	-1	1	1	-1	1	0	-1	-1	-1	0	1	-1	1	1	0	1	0	0	1	-1	1	1	1	1	0	1	1	1	1	0	1	0	1	-1	1	1	0	0	1	0	0	1	0	0	1	0	-1	0	0	1	1	0	0	1	1	1	0	-1	1	0	0	0	1	1	-1	1	-1	0	1	-1	-1	1	0	-1	-1	0	1	0	-1	1	0	0	1	1	0	0	0	-1	1	1	-1	0
FAM108C1	0	-1	-1	1	-1	-1	-1	0	1	1	-1	-1	-1	0	-1	0	-1	1	1	-1	-1	-1	0	1	-1	-1	-1	0	0	-1	1	-1	-1	1	-1	0	-1	1	1	-1	0	1	0	0	1	0	1	-1	-1	0	0	-1	-1	1	-1	-1	1	0	1	0	0	-1	-1	0	0	0	0	0	1	0	-1	-1	1	0	-1	-1	-1	0	1	1	1	0	1	0	-1	1	1	0	-1	0	1	-1	-1	1	1	1	-1	0	-1	0	0	-1	1	0	1	1	-1	1	-1	-1	0	-1	1	0	1	-1	1	-1
RPRD1B	-1	1	-1	-1	0	-1	0	1	-1	1	1	-1	-1	1	-1	1	0	0	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	0	-1	1	1	-1	1	-1	0	1	0	0	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	0	0	0	1	0	0	-1	1	0	-1	0	1	0	1	1	1	1	2	0	1	1	1	1	1	1	1	-1	-1	0	0	1	2	1	-1	0	1	0	1	-1	1	1	1	1	0	1	1	0	1	0	0	0	-1	-1	1	1	-1	0	1	1	0	1	0	1
ZNF71	0	1	-1	1	1	-1	-1	1	-1	1	-1	0	1	-1	-1	-1	1	0	1	1	-1	0	-1	1	1	0	0	0	1	1	-1	0	-1	1	2	1	1	1	0	0	1	-1	1	1	1	-1	1	-1	1	1	1	0	1	1	1	0	1	0	1	1	2	0	2	0	1	0	0	0	1	0	-1	0	-1	0	1	-1	-1	0	1	0	-1	0	0	1	-1	1	1	0	1	-1	1	-1	1	1	1	-1	1	1	0	1	-1	0	-1	0	0	0	0	-1	1	1	0	2	1	-1	0	-1	1	-1
ZNF77	0	-1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	0	1	-1	1	1	0	-1	0	0	1	0	1	-1	-1	0	-1	1	0	1	1	1	-1	-1	-1	-1	0	-1	0	-1	-1	0	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	1	-1	-1	-1	0	0	-2	1	1	-1	-1	1	0	0	1	-1	1
C9orf80	0	1	0	-1	1	1	1	-1	0	-1	1	1	0	0	1	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	1	-1	1	-1	0	0	-1	0	-1	1	-1	2	0	-1	-1	0	-1	1	-1	-1	0	0	1	0	1	-1	0	-1	0	1	-1	-1	-1	-1	0	-1	-1	-1	1	0	1	-1	0	-1	-1	1	0	0	1	0	-1	1	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	1	-1	0	1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	0	0	0	-1	1	1	1	0	-1	-1	1	-1	-1
JAM2	1	-1	-1	0	-1	-1	-1	0	-1	1	1	1	0	-1	-2	-1	0	-1	-1	1	-1	0	-1	1	-1	1	0	-1	1	-1	1	1	-1	1	-1	-1	1	-1	1	0	1	1	1	1	-1	-1	1	1	0	0	0	-1	1	1	-1	0	1	1	-1	1	-1	1	1	-1	-1	-1	1	0	-1	1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	1	-1	0	1	-1	-1	-1	-1	1	0	-1	-1	-1	1	1	1	0	-1	-1	-1	-2	0	1	-1	-1	1	1	-1	-1	-1	-1	2	0
OVOL2	-1	1	2	-1	-1	-1	0	1	-1	-1	-1	1	1	-1	-1	1	0	-1	-1	1	1	1	-1	1	-1	-1	1	0	1	-1	-1	1	0	1	0	1	-1	1	1	1	-1	0	0	1	1	1	-1	-1	0	1	-1	1	-1	1	1	0	0	0	2	0	1	0	1	0	0	0	1	0	0	1	-1	1	-1	0	1	1	1	-1	-1	1	1	0	1	1	1	1	2	-1	-1	-1	1	0	1	0	1	1	-2	-1	0	1	1	1	1	1	0	0	-1	-1	1	1	-1	-1	1	1	1	1	-1	-1
LY6G5B	0	1	-1	-1	1	0	0	1	0	1	0	0	-1	0	-1	0	-1	-1	-1	1	-1	0	0	0	-1	-1	1	0	0	-1	-1	-1	-1	1	1	0	1	-1	1	1	1	0	-1	0	0	-1	0	1	0	1	0	1	1	0	1	0	-2	-1	1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	0	0	-1	0	0	1	0	-1	1	1	-1	1	0	0	1	1	0	1	1	1	1	1	-1	-1	0	-1	0	0	0	0	-1	0	1	0	-1	-1	-1	0	0	1	-1
PRUNE	-1	1	2	1	1	2	0	1	1	0	1	1	0	-1	-1	-1	1	0	1	1	1	1	-1	1	-1	2	0	-1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	0	1	2	1	-1	2	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	-1	1	0	1	1	1	1	1	1	1	0	-1	1	1	1	1	0	1	2	0	0	-1	1	1	-1	1	1	0	1	0	0	1	1	0	1	0	-1	1	1	1	1	-1	1	1	1	1	0
MYL7	0	0	1	1	1	1	1	-1	1	0	-1	1	-1	1	1	1	-1	-1	1	1	-1	1	1	0	1	0	1	1	1	-1	1	0	1	1	-1	1	1	0	1	1	0	0	1	1	1	0	2	1	1	1	0	-1	1	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	-2	1	1	1	2	0	1	1	1	1	1	-1	0	0	0	-1	1	-1	1	1	0	1	1	1	2	1	1	1	-1	-2	0	-1	1	-1	-1	1	1	-1	0	0	1	1	0	1	-1
ZNF462	0	1	0	-1	1	1	1	-1	0	-1	1	1	0	0	1	0	0	-1	-1	-1	0	0	0	-1	0	0	0	1	-1	1	0	1	0	0	0	-1	1	0	1	0	-1	-1	0	0	1	-1	-1	0	0	1	0	1	-1	0	-1	0	1	-1	-1	-1	0	0	-1	-1	-1	1	0	1	-1	-1	-1	-1	1	0	0	1	0	-1	1	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	1	0	1	1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	0	0	1	-1	1	1	1	1	-1	-1	0	-1	-1
ZNF250	2	-1	1	1	1	1	1	1	1	1	1	1	-1	1	0	1	2	1	1	1	1	2	1	1	-1	2	1	1	1	1	1	0	1	2	1	1	1	2	-1	2	1	1	1	1	1	2	1	1	-1	1	2	1	1	1	-1	1	1	1	-1	0	0	-1	1	2	-1	-2	0	1	1	1	-1	1	1	0	-2	1	2	0	1	1	2	-1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	-1	-1	0	2	1	0	1	1	1	1	1	0	1	-1	1	1	1	0	-1	1	1	1
PROL1	0	1	0	1	1	0	1	1	-1	0	1	0	1	-1	1	1	-1	1	1	0	-1	0	-1	-1	1	0	0	1	0	1	0	-1	0	1	1	-1	1	-1	0	0	0	1	0	-1	-1	-1	-1	0	0	-1	0	0	1	-1	1	-1	0	-1	1	-1	-1	0	1	1	-1	1	-1	1	1	-1	-1	0	-1	0	0	0	1	-1	0	1	-1	0	0	-1	0	0	0	0	-1	-1	-2	1	0	0	-1	-1	1	-1	0	0	-1	0	-1	1	1	1	0	0	-1	1	0	-1	-1	1	0	-1	-1	1
ARHGAP22	0	-1	-1	-1	0	-1	-1	-1	1	0	1	0	-1	0	-1	-1	0	0	-1	0	-1	0	0	1	1	0	1	-1	1	0	-1	-1	-1	-1	0	2	1	0	-1	-1	-1	0	0	0	-1	0	-1	0	0	0	0	-1	-1	-1	-1	1	-1	1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	1	1	-1	1	0	-1	-1	1	-1	0	-1	-1	0	0	0	-1	-1	1	-1	1	-1	-1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	0	2	-1	1	-1	1	-1	-2	0	1	-1	-1	1	0	-1	1
OSTC	1	0	1	0	1	1	0	1	0	0	1	0	1	-1	1	1	-1	-1	0	0	-1	0	-1	-1	1	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	1	0	0	1	1	-1	-1	-1	-1	1	0	-1	0	0	1	-1	-1	-1	-1	-1	1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	1	0	-1	-1	-1	1	0	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	0	-1	1	0	-1	-1	1
SCAF1	0	1	-1	1	1	-1	-1	1	-1	1	-1	0	-1	0	-1	-1	1	0	1	1	-1	0	-1	1	-1	0	0	1	1	1	-1	-1	-1	1	-1	1	1	1	2	0	-1	-1	1	1	1	-1	1	-1	1	1	1	0	1	1	1	-1	1	1	1	1	-1	0	2	0	1	1	0	1	1	0	-1	0	-1	0	1	-1	-1	0	1	0	1	0	0	1	-1	1	1	0	1	-1	1	-1	1	0	1	-1	1	1	0	1	-1	0	-1	1	0	0	-1	-1	1	0	0	-1	1	-1	0	0	1	-1
MLL3	0	-1	1	-1	1	1	-1	-1	-1	1	0	0	-1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	-1	1	0	0	-1	1	1	-1	0	1	0	1	-1	1	1	-1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	-1	0	1	1	1	0	0	1	1	0	1	1	-1	-1	1	1	-1	1	1	2	0	1	0	0	0	0	-1	1	-1	-1	1	1	0	1	1	1	1	-1	-1	1	0	1	0	0	1	0	0	0	1	1	-1	0	-2	-1
C19orf29	0	-1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	0	1	-1	1	1	0	-1	0	-1	1	0	1	-1	-1	0	-1	1	0	1	1	1	-1	-1	-1	-1	0	-1	0	-1	-1	0	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	1	-1	-1	-1	0	0	-1	1	1	-1	-1	1	0	0	1	-1	1
PRODH2	0	1	-1	1	1	1	-1	1	-1	1	1	0	-1	-1	-1	-1	-1	0	1	1	-1	0	0	1	-1	0	0	0	0	1	-1	-1	-1	1	-1	2	1	0	1	0	-1	-1	1	1	1	2	2	1	1	1	1	0	1	1	1	-1	1	0	1	1	1	-1	1	0	1	2	0	1	1	0	2	2	-1	0	1	2	1	0	1	1	1	0	0	1	-1	0	1	0	1	0	1	2	1	1	0	-1	1	2	0	2	-1	2	-1	1	0	0	1	-1	1	0	0	2	-1	1	0	-1	1	0
DNASE2B	0	2	0	0	0	0	0	-1	0	1	0	1	-1	0	1	1	-1	0	1	1	1	0	-1	0	-1	1	0	1	0	-1	1	1	1	0	1	-1	0	1	1	-1	-1	0	-1	-1	0	-1	-1	1	0	-1	-1	0	1	-1	0	-1	0	-1	-1	1	0	0	-1	0	1	-1	1	0	0	1	1	0	-1	0	1	-1	-1	0	0	-1	0	-1	1	-1	-1	0	2	0	1	-1	1	-1	0	-1	1	-1	1	0	-1	2	0	2	-1	-1	0	0	-1	-1	0	-1	0	-1	-2	-1	-1	-1	1	-1
DLGAP3	2	-1	0	0	0	0	-1	0	1	1	0	2	0	0	1	0	-1	0	-1	1	1	0	-1	-1	-1	1	0	0	0	-1	1	1	1	-1	1	-1	-1	1	-1	-1	1	0	-1	-1	-1	1	-1	-1	0	-1	1	0	1	-1	1	-1	0	-1	-1	0	-1	1	1	0	-1	-1	0	1	-1	0	0	0	1	2	0	-1	-1	0	0	-1	-1	0	1	-1	-1	0	-1	0	1	-1	1	0	-1	-1	1	-1	0	1	0	-1	0	1	-1	0	0	0	-1	0	1	-1	-1	0	-1	-1	-1	-1	1	-1
EPS15L1	0	1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	0	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	1	0	-1	-1	-1	-1	-1	0	1	-1	-1	1	-1	0	-1	-1	-1	1	1	-1	1	-1	0	1	1	-1	-1	0	-1	1	-1	0	-1	-1	0	-1	-1	2	1	1	1	0	-1	-1	-1	0	1	1	0	1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	-1	1	1	-1	0	0	0	1	1	0
SELK	1	0	-1	1	0	-1	-1	-1	1	-1	-1	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	1	-1	0	-1	-1	0	0	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	1	-1	1
FAM60A	-1	1	2	0	1	1	1	0	-1	1	1	1	1	1	1	1	0	1	0	1	0	1	-1	1	1	-1	1	0	1	-1	-1	-1	1	1	1	1	-1	1	-1	1	1	0	0	0	1	1	1	1	0	0	0	0	-1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	2	1	0	1	0	1	1	1	0	0	-1	1	0	1	1	1	1	1	1	1	2	1	1	0	-1	1	2	-1	-1	0	1	1	0	1	1	1	0	2	-1	1	1	0	1	1	-1	-1	1	1	0
RBM25	0	1	1	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	0	0	-1	1	1	1	0	1	-1	1	0	-1	1	-1	1	-1	2	0	-1	-1	-1	-1	0	1	1	0	1	1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	0	0	0	0	1	1	-1	0	1	1	1	-1	0	1	0	0	0	1	0	1	0	-1	1	0	1	-1	1	-1	-1	1	-1	1	0	0	-1	1	0	-1	1	0	-1	1	-1	0	0	0	1	0	1	1	-1	0
DMRT3	1	0	0	1	-2	-1	-1	-1	-1	-1	-1	2	-1	1	1	-1	-1	-1	-1	-1	0	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-1	-1	1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	1	1	0	-1	-1	1	1	-1	1	1	-1	1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	1	-1	-1	-1	-1	-2	0	-2
WIZ	0	1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	1	1	0	-1	-1	1	1	-1	-1	0	-1	0	1	-1	-1	-1	-1	0	-1	-1	1	0	-1	-1	1	-1	-1	0	1	-1	-1	1	-1	0	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	0	-1	1	-1	1	-1	-1	0	-1	-1	2	1	1	1	0	-1	-1	-1	0	1	1	0	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	-1	0	0	0	1	1	0
C6orf115	0	0	1	-1	-1	-1	1	1	-1	1	1	0	0	1	0	-1	-1	0	0	1	0	-1	-1	0	-1	0	0	-1	0	-1	0	-1	0	-2	0	1	-1	-1	-1	-1	1	-1	0	0	1	-1	0	-1	-1	-2	0	0	1	0	0	-1	1	-1	0	0	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	0	1	0	0	1	0	0	0	-1	1	0	-1	0	0	0	0	0	1	0	1	1	-1	-1	0	1	-1	1	0	-1	-1	0	0	-1	0	0	0	1	0	-1	1	-1	1	-1	1	0	1	1
RRAGD	0	-1	1	-1	-1	-1	1	1	-1	1	1	0	0	1	0	-1	-1	1	-1	1	0	-1	-1	0	-1	-1	1	-1	0	-1	0	-1	-2	0	0	1	-1	-1	-1	-1	1	1	0	0	0	-1	-2	-1	-1	-2	0	0	1	-1	0	1	1	-1	1	1	0	0	-1	1	-1	0	0	-1	1	-1	1	1	1	0	0	1	-1	1	0	-1	-1	0	-1	0	-1	0	0	0	1	0	1	1	0	1	0	1	1	1	0	-1	-1	0	1	-1	0	0	0	1	0	-1	0	-1	0	-1	-1	-1	1	1
MYOZ1	0	-1	-1	-1	0	0	-1	-1	1	0	1	1	-1	1	0	-1	0	0	-1	-1	-1	0	1	1	1	0	1	-1	1	0	-1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	0	0	-1	0	0	0	-1	-1	0	0	0	-1	-1	-1	1	-1	0	-1	-1	-1	-1	-1	0	0	1	-1	0	0	1	2	-1	1	0	-1	-1	1	-1	0	-1	1	0	0	0	0	0	1	0	1	-1	0	1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	0	1	-1	-1	1	0	-1	0
LY6G6D	0	1	-1	-1	1	0	0	1	0	1	0	0	-1	0	-1	0	-1	-1	-1	1	-1	0	0	0	-1	-1	1	0	0	-1	-1	-1	-1	1	1	0	1	-1	1	1	1	0	-1	0	0	-1	0	1	0	1	0	1	1	0	1	0	-2	-1	1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	0	0	-1	0	0	1	0	-1	1	1	-1	1	0	0	1	1	0	1	1	1	1	1	-1	-1	0	-1	0	0	0	0	-1	0	1	0	-1	-1	-1	0	0	1	-1
PRM3	1	0	-1	-1	0	1	1	-1	2	1	-1	-1	0	0	1	-1	-1	-1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	-1	-1	0	1	0	0	0	-1	-1	0	0	1	0	-1	-1	0	-1	0	1	1	0	1	-1	1	0	0	-1	1	-1	-1	-1	1	-1	-1	0	0	1	0	1	1	2	1	-1	-1	-1	-1	-1	0	0	1	0	-1	-1	0	1	-1	1	1	1	1	0	0	-1	1	1	1	-1	1	-1	1	-1	-1	0	0	0	1	0	2	1	-1	0	0	-1	-1	-1
SNX6	-1	1	1	1	-1	1	-1	-2	-1	-1	-1	0	2	-1	-1	2	0	-1	1	1	1	0	1	-1	1	1	-1	1	1	1	0	1	0	0	-1	-1	-1	0	0	1	0	2	1	0	-1	-1	0	2	0	0	-1	-1	-1	0	1	1	-1	-1	1	0	1	0	-1	0	2	0	1	1	1	2	0	2	-1	-2	0	1	1	-1	0	1	-1	0	0	1	-1	1	0	2	1	1	1	0	1	-1	0	2	1	1	0	0	-1	1	1	-1	1	0	-1	-2	-1	-1	0	0	-1	2	1	1	2	0
